run_accession	sample_accession	sample_alias	sample_group	host	host_species	inoculum	compartment	nutrient	experiment_round	growth_chamber	bio_replicate	read_count	fastq_gb	instrument_model	note
SRR29710373	SAMN42328976	At_AtSC_ES_low_B3	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	AtSC	ES	low			B3	243774	0.036	Illumina NovaSeq 6000	
SRR29709936	SAMN42329044	At_NS_ES_HL_orig_B3	Original natural-soil-grown plant (source of culture collection)	At	Arabidopsis thaliana	NS	ES				B3	4500109	0.504	Illumina NovaSeq 6000	tokens 'HL_orig' meaning not confirmed in accessible preprint text
SRR29709937	SAMN42329043	At_NS_ES_HL_orig_B2	Original natural-soil-grown plant (source of culture collection)	At	Arabidopsis thaliana	NS	ES				B2	4337116	0.546	Illumina NovaSeq 6000	tokens 'HL_orig' meaning not confirmed in accessible preprint text
SRR29709939	SAMN42329041	At_NS_ES_high_B4	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	NS	ES	high			B4	3130991	0.308	Illumina NovaSeq 6000	
SRR29709943	SAMN42329037	At_LjSC_RZ_low_B4	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	LjSC	RZ	low			B4	119540	0.016	Illumina NovaSeq 6000	
SRR29709944	SAMN42329036	At_LjSC_RZ_low_B3	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	LjSC	RZ	low			B3	95693	0.014	Illumina NovaSeq 6000	
SRR29709952	SAMN42329029	At_LjSC_RZ_high_B4	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	LjSC	RZ	high			B4	271883	0.037	Illumina NovaSeq 6000	
SRR29709957	SAMN42329025	At_LjSC_ES_low_B4	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	LjSC	ES	low			B4	2496760	0.26	Illumina NovaSeq 6000	
SRR29709972	SAMN42329338	R1_At_GC2_AtSC_ES_B3	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	AtSC	ES		R1	GC2	B3	998676	0.087	Illumina NovaSeq 6000	
SRR29709977	SAMN42329334	R1_At_GC1_SSC_RZ_B3	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	SSC	RZ		R1	GC1	B3	7321	0.002	Illumina NovaSeq 6000	
SRR29709978	SAMN42329333	R1_At_GC1_SSC_ES_B4	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	SSC	ES		R1	GC1	B4	817592	0.149	Illumina NovaSeq 6000	
SRR29709979	SAMN42329332	R1_At_GC1_SSC_ES_B3	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	SSC	ES		R1	GC1	B3	148496	0.017	Illumina NovaSeq 6000	
SRR29709980	SAMN42329331	R1_At_GC1_SSC_ES_B2	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	SSC	ES		R1	GC1	B2	41964	0.008	Illumina NovaSeq 6000	
SRR29709983	SAMN42329328	NP_SSC_low_B3	No-plant control (inoculum in sterile substrate, no host)			SSC		low			B3	36466	0.005	Illumina NovaSeq 6000	
SRR29709985	SAMN42329252	Lj_NS_ES_low_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	NS	ES	low			B3	3974300	0.452	Illumina NovaSeq 6000	
SRR29709987	SAMN42329250	Lj_NS_ES_low_B1	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	NS	ES	low			B1	2859307	0.371	Illumina NovaSeq 6000	
SRR29709989	SAMN42329248	Lj_NS_ES_high_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	NS	ES	high			B3	4398193	0.571	Illumina NovaSeq 6000	
SRR29710006	SAMN42329233	Lj_LjSC_NOD_high_B4	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	LjSC	NOD	high			B4	4825958	0.647	Illumina NovaSeq 6000	
SRR29710010	SAMN42329229	Lj_LjSC_ES_low_B4	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	LjSC	ES	low			B4	4613515	0.567	Illumina NovaSeq 6000	
SRR29710019	SAMN42329173	Input_HvSC_B4	Input (inoculum sequenced directly, no plant)			HvSC					B4	2570922	0.336	Illumina NovaSeq 6000	
SRR29710020	SAMN42329172	Input_HvSC_B3	Input (inoculum sequenced directly, no plant)			HvSC					B3	1437859	0.19	Illumina NovaSeq 6000	
SRR29710045	SAMN42329150	Hv_SSC_ES_high_B1	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	ES	high			B1	1508198	0.195	Illumina NovaSeq 6000	
SRR29710048	SAMN42329147	Hv_NS_RZ_low_B2	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	NS	RZ	low			B2	225774	0.035	Illumina NovaSeq 6000	
SRR29710049	SAMN42329146	Hv_NS_RZ_low_B1	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	NS	RZ	low			B1	1261860	0.174	Illumina NovaSeq 6000	
SRR29710057	SAMN42329139	Hv_NS_ES_low_B2	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	NS	ES	low			B2	5205261	0.678	Illumina NovaSeq 6000	
SRR29710066	SAMN42329023	At_LjSC_ES_low_B2	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	LjSC	ES	low			B2	2157248	0.227	Illumina NovaSeq 6000	
SRR29710068	SAMN42329021	At_LjSC_ES_HL_orig_B4	Original natural-soil-grown plant (source of culture collection)	At	Arabidopsis thaliana	LjSC	ES				B4	1970052	0.241	Illumina NovaSeq 6000	tokens 'HL_orig' meaning not confirmed in accessible preprint text
SRR29710071	SAMN42329018	At_LjSC_ES_HL_orig_B1	Original natural-soil-grown plant (source of culture collection)	At	Arabidopsis thaliana	LjSC	ES				B1	2981096	0.333	Illumina NovaSeq 6000	tokens 'HL_orig' meaning not confirmed in accessible preprint text
SRR29710084	SAMN42329404	R1_Lj_GC3_SSC_ES_B1	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	ES		R1	GC3	B1	360312	0.058	Illumina NovaSeq 6000	
SRR29710090	SAMN42329398	R1_Lj_GC1_SSC_RZ_B1	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	RZ		R1	GC1	B1	9584	0.002	Illumina NovaSeq 6000	
SRR29710091	SAMN42329327	NP_SSC_low_B2	No-plant control (inoculum in sterile substrate, no host)			SSC		low			B2	5923	0.001	Illumina NovaSeq 6000	
SRR29710098	SAMN42329321	NP_NS_low_GC2_B4	No-plant control, natural-soil inoculum			NS (natural soil)		low		GC2	B4	55788	0.008	Illumina NovaSeq 6000	
SRR29710102	SAMN42329317	NP_NS_low_GC1_B4	No-plant control, natural-soil inoculum			NS (natural soil)		low		GC1	B4	186817	0.026	Illumina NovaSeq 6000	
SRR29710105	SAMN42329315	NP_NS_low_GC1_B2	No-plant control, natural-soil inoculum			NS (natural soil)		low		GC1	B2	70537	0.01	Illumina NovaSeq 6000	
SRR29710106	SAMN42329314	NP_NS_low_GC1_B1	No-plant control, natural-soil inoculum			NS (natural soil)		low		GC1	B1	113137	0.015	Illumina NovaSeq 6000	
SRR29710122	SAMN42329062	At_SSC_ES_high_B1	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	SSC	ES	high			B1	2471095	0.234	Illumina NovaSeq 6000	
SRR29710124	SAMN42329060	At_NS_RZ_low_B3	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	NS	RZ	low			B3	276623	0.04	Illumina NovaSeq 6000	
SRR29710127	SAMN42329057	At_NS_RZ_HL_orig_B4	Original natural-soil-grown plant (source of culture collection)	At	Arabidopsis thaliana	NS	RZ				B4	4176	0.001	Illumina NovaSeq 6000	tokens 'HL_orig' meaning not confirmed in accessible preprint text
SRR29710132	SAMN42329053	At_NS_RZ_high_B4	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	NS	RZ	high			B4	97700	0.015	Illumina NovaSeq 6000	
SRR29710133	SAMN42329052	At_NS_RZ_high_B3	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	NS	RZ	high			B3	32795	0.005	Illumina NovaSeq 6000	
SRR29710137	SAMN42329048	At_NS_ES_low_B3	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	NS	ES	low			B3	4040618	0.442	Illumina NovaSeq 6000	
SRR29710141	SAMN42329373	R1_Hv_GC3_SSC_ES_B1	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	ES		R1	GC3	B1	3668791	0.425	Illumina NovaSeq 6000	
SRR29710145	SAMN42329369	R1_Hv_GC3_LjSC_ES_B1	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	LjSC	ES		R1	GC3	B1	2422202	0.289	Illumina NovaSeq 6000	
SRR29710146	SAMN42329368	R1_Hv_GC3_HvSC_ES_B4	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	HvSC	ES		R1	GC3	B4	3656088	0.42	Illumina NovaSeq 6000	
SRR29710151	SAMN42329365	R1_Hv_GC3_HvSC_ES_B1	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	HvSC	ES		R1	GC3	B1	3263693	0.383	Illumina NovaSeq 6000	
SRR29710152	SAMN42329364	R1_Hv_GC3_AtSC_ES_B4	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	AtSC	ES		R1	GC3	B4	4309736	0.517	Illumina NovaSeq 6000	
SRR29710164	SAMN42329353	R1_Hv_GC1_SSC_ES_B2	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	ES		R1	GC1	B2	2423732	0.307	Illumina NovaSeq 6000	
SRR29710166	SAMN42329351	R1_At_GC2_SSC_ES_B4	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	SSC	ES		R1	GC2	B4	328802	0.062	Illumina NovaSeq 6000	
SRR29710167	SAMN42329277	Lj_SSC_NOD_low_B4	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	NOD	low			B4	901335	0.11	Illumina NovaSeq 6000	
SRR29710170	SAMN42329275	Lj_SSC_NOD_low_B2	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	NOD	low			B2	2321899	0.288	Illumina NovaSeq 6000	
SRR29710172	SAMN42329273	Lj_SSC_NOD_high_B4	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	NOD	high			B4	2970071	0.357	Illumina NovaSeq 6000	
SRR29710182	SAMN42329265	Lj_SSC_ES_high_B4	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	ES	high			B4	1055263	0.139	Illumina NovaSeq 6000	
SRR29710191	SAMN42329256	Lj_NS_RZ_high_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	NS	RZ	high			B3	88951	0.012	Illumina NovaSeq 6000	
SRR29710193	SAMN42329255	Lj_NS_RZ_high_B2	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	NS	RZ	high			B2	133302	0.017	Illumina NovaSeq 6000	
SRR29710196	SAMN42329204	Lj_HvSC_ES_low_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	HvSC	ES	low			B3	1878908	0.231	Illumina NovaSeq 6000	
SRR29710198	SAMN42329202	Lj_HvSC_ES_low_B1	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	HvSC	ES	low			B1	936641	0.099	Illumina NovaSeq 6000	
SRR29710203	SAMN42329197	Lj_AtSC_RZ_low_B4	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	AtSC	RZ	low			B4	3477674	0.453	Illumina NovaSeq 6000	
SRR29710208	SAMN42329193	Lj_AtSC_RZ_high_B4	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	AtSC	RZ	high			B4	229696	0.032	Illumina NovaSeq 6000	
SRR29710211	SAMN42329190	Lj_AtSC_RZ_high_B1	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	AtSC	RZ	high			B1	3258541	0.428	Illumina NovaSeq 6000	
SRR29710213	SAMN42329188	Lj_AtSC_ES_low_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	AtSC	ES	low			B3	2341514	0.294	Illumina NovaSeq 6000	
SRR29710214	SAMN42329187	Lj_AtSC_ES_low_B2	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	AtSC	ES	low			B2	2182480	0.271	Illumina NovaSeq 6000	
SRR29710217	SAMN42329185	Lj_AtSC_ES_high_B4	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	AtSC	ES	high			B4	2400973	0.339	Illumina NovaSeq 6000	
SRR29710220	SAMN42329182	Lj_AtSC_ES_high_B1	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	AtSC	ES	high			B1	3393701	0.464	Illumina NovaSeq 6000	
SRR29710225	SAMN42329105	Hv_HvSC_ES_high_B4	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	HvSC	ES	high			B4	8110059	1.005	Illumina NovaSeq 6000	
SRR29710230	SAMN42329100	Hv_AtSC_RZ_low_B3	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	AtSC	RZ	low			B3	34111	0.005	Illumina NovaSeq 6000	
SRR29710239	SAMN42329092	Hv_AtSC_ES_low_B3	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	AtSC	ES	low			B3	2183297	0.269	Illumina NovaSeq 6000	
SRR29710240	SAMN42329091	Hv_AtSC_ES_low_B2	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	AtSC	ES	low			B2	3301432	0.414	Illumina NovaSeq 6000	
SRR29710243	SAMN42329088	Hv_AtSC_ES_high_B3	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	AtSC	ES	high			B3	3725668	0.49	Illumina NovaSeq 6000	
SRR29710244	SAMN42329087	Hv_AtSC_ES_high_B2	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	AtSC	ES	high			B2	2529067	0.325	Illumina NovaSeq 6000	
SRR29710245	SAMN42329086	Hv_AtSC_ES_high_B1	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	AtSC	ES	high			B1	3050481	0.387	Illumina NovaSeq 6000	
SRR29710262	SAMN42329384	R1_Lj_GC1_AtSC_ES_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	AtSC	ES		R1	GC1	B3	2246318	0.216	Illumina NovaSeq 6000	
SRR29710269	SAMN42329377	R1_Hv_GC3_SSC_RZ_B1	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	RZ		R1	GC3	B1	9223	0.002	Illumina NovaSeq 6000	
SRR29710275	SAMN42329300	NP_HvSC_low_B3	No-plant control (inoculum in sterile substrate, no host)			HvSC		low			B3	44502	0.006	Illumina NovaSeq 6000	
SRR29710278	SAMN42329297	NP_HvSC_high_B4	No-plant control (inoculum in sterile substrate, no host)			HvSC		high			B4	92912	0.014	Illumina NovaSeq 6000	
SRR29710279	SAMN42329296	NP_HvSC_high_B3	No-plant control (inoculum in sterile substrate, no host)			HvSC		high			B3	230312	0.033	Illumina NovaSeq 6000	
SRR29710293	SAMN42329284	Lj_SSC_RZ_low_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	RZ	low			B3	7097739	0.888	Illumina NovaSeq 6000	
SRR29710296	SAMN42329281	Lj_SSC_RZ_high_B4	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	RZ	high			B4	2396232	0.311	Illumina NovaSeq 6000	
SRR29710300	SAMN42329228	Lj_LjSC_ES_low_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	LjSC	ES	low			B3	174589	0.024	Illumina NovaSeq 6000	
SRR29710313	SAMN42329216	Lj_HvSC_RZ_high_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	HvSC	RZ	high			B3	1557521	0.198	Illumina NovaSeq 6000	
SRR29710314	SAMN42328991	At_HvSC_ES_high_B2	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	HvSC	ES	high			B2	1816884	0.194	Illumina NovaSeq 6000	
SRR29710320	SAMN42329210	Lj_HvSC_NOD_low_B1	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	HvSC	NOD	low			B1	7891075	1.054	Illumina NovaSeq 6000	
SRR29710323	SAMN42329207	Lj_HvSC_NOD_high_B2	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	HvSC	NOD	high			B2	2151800	0.265	Illumina NovaSeq 6000	
SRR29710352	SAMN42329108	Hv_HvSC_ES_low_B3	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	HvSC	ES	low			B3	11471592	1.379	Illumina NovaSeq 6000	
SRR29710359	SAMN42329078	At_SSC_RZ_HL_orig_B1	Original natural-soil-grown plant (source of culture collection)	At	Arabidopsis thaliana	SSC	RZ				B1	199321	0.029	Illumina NovaSeq 6000	tokens 'HL_orig' meaning not confirmed in accessible preprint text
SRR29710364	SAMN42329074	At_SSC_RZ_high_B1	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	SSC	RZ	high			B1	68887	0.009	Illumina NovaSeq 6000	
SRR29709934	SAMN42328974	At_AtSC_ES_low_B1	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	AtSC	ES	low			B1	1942180	0.212	Illumina NovaSeq 6000	
SRR29709955	SAMN42329026	At_LjSC_RZ_high_B1	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	LjSC	RZ	high			B1	3974293	0.541	Illumina NovaSeq 6000	
SRR29709963	SAMN42329346	R1_At_GC2_LjSC_ES_B2	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	LjSC	ES		R1	GC2	B2	310491	0.03	Illumina NovaSeq 6000	
SRR29709964	SAMN42329004	At_HvSC_RZ_high_B3	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	HvSC	RZ	high			B3	199774	0.029	Illumina NovaSeq 6000	
SRR29709967	SAMN42329343	R1_At_GC2_HvSC_ES_B4	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	HvSC	ES		R1	GC2	B4	749225	0.075	Illumina NovaSeq 6000	
SRR29709973	SAMN42329337	R1_At_GC2_AtSC_ES_B2	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	AtSC	ES		R1	GC2	B2	1506457	0.145	Illumina NovaSeq 6000	
SRR29709981	SAMN42329330	R1_At_GC1_SSC_ES_B1	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	SSC	ES		R1	GC1	B1	1533452	0.162	Illumina NovaSeq 6000	
SRR29709984	SAMN42329253	Lj_NS_ES_low_B4	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	NS	ES	low			B4	3209428	0.4	Illumina NovaSeq 6000	
SRR29709986	SAMN42329251	Lj_NS_ES_low_B2	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	NS	ES	low			B2	3112893	0.413	Illumina NovaSeq 6000	
SRR29709988	SAMN42329249	Lj_NS_ES_high_B4	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	NS	ES	high			B4	3243821	0.432	Illumina NovaSeq 6000	
SRR29709990	SAMN42329247	Lj_NS_ES_high_B2	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	NS	ES	high			B2	5419270	0.689	Illumina NovaSeq 6000	
SRR29709998	SAMN42329240	Lj_LjSC_RZ_high_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	LjSC	RZ	high			B3	12293947	1.582	Illumina NovaSeq 6000	
SRR29710003	SAMN42328993	At_HvSC_ES_high_B4	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	HvSC	ES	high			B4	173048	0.019	Illumina NovaSeq 6000	
SRR29710005	SAMN42329234	Lj_LjSC_NOD_low_B1	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	LjSC	NOD	low			B1	3184908	0.438	Illumina NovaSeq 6000	
SRR29710018	SAMN42329174	Input_LjSC_B1	Input (inoculum sequenced directly, no plant)			LjSC					B1	1378086	0.203	Illumina NovaSeq 6000	
SRR29710027	SAMN42328986	At_AtSC_RZ_low_B1	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	AtSC	RZ	low			B1	146761	0.023	Illumina NovaSeq 6000	
SRR29710028	SAMN42328968	At_AtSC_ES_high_B3	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	AtSC	ES	high			B3	2374612	0.259	Illumina NovaSeq 6000	
SRR29710034	SAMN42329160	Hv_SSC_RZ_high_B3	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	RZ	high			B3	1615696	0.21	Illumina NovaSeq 6000	
SRR29710035	SAMN42329159	Hv_SSC_RZ_high_B2	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	RZ	high			B2	2108128	0.272	Illumina NovaSeq 6000	
SRR29710037	SAMN42329157	Hv_SSC_ES_low_B4	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	ES	low			B4	9743670	1.196	Illumina NovaSeq 6000	
SRR29710038	SAMN42329156	Hv_SSC_ES_low_B3	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	ES	low			B3	561322	0.071	Illumina NovaSeq 6000	
SRR29710041	SAMN42329154	Hv_SSC_ES_low_B1	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	ES	low			B1	8324450	1.035	Illumina NovaSeq 6000	
SRR29710047	SAMN42329148	Hv_NS_RZ_low_B3	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	NS	RZ	low			B3	346258	0.048	Illumina NovaSeq 6000	
SRR29710056	SAMN42329140	Hv_NS_ES_low_B3	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	NS	ES	low			B3	255242	0.034	Illumina NovaSeq 6000	
SRR29710070	SAMN42329019	At_LjSC_ES_HL_orig_B2	Original natural-soil-grown plant (source of culture collection)	At	Arabidopsis thaliana	LjSC	ES				B2	3976342	0.417	Illumina NovaSeq 6000	tokens 'HL_orig' meaning not confirmed in accessible preprint text
SRR29710074	SAMN42328971	At_AtSC_ES_HL_orig_B2	Original natural-soil-grown plant (source of culture collection)	At	Arabidopsis thaliana	AtSC	ES				B2	2860057	0.306	Illumina NovaSeq 6000	tokens 'HL_orig' meaning not confirmed in accessible preprint text
SRR29710076	SAMN42329014	At_LjSC_ES_high_B1	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	LjSC	ES	high			B1	2823117	0.318	Illumina NovaSeq 6000	
SRR29710081	SAMN42329406	R1_Lj_GC3_SSC_ES_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	ES		R1	GC3	B3	2735731	0.315	Illumina NovaSeq 6000	
SRR29710087	SAMN42329401	R1_Lj_GC2_SSC_ES_B2	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	ES		R1	GC2	B2	4416051	0.537	Illumina NovaSeq 6000	
SRR29710089	SAMN42329399	R1_Lj_GC1_SSC_RZ_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	RZ		R1	GC1	B3	10541	0.003	Illumina NovaSeq 6000	
SRR29710093	SAMN42329002	At_HvSC_RZ_high_B1	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	HvSC	RZ	high			B1	134386	0.02	Illumina NovaSeq 6000	
SRR29710097	SAMN42329322	NP_SSC_high_B1	No-plant control (inoculum in sterile substrate, no host)			SSC		high			B1	56122	0.008	Illumina NovaSeq 6000	
SRR29710103	SAMN42329316	NP_NS_low_GC1_B3	No-plant control, natural-soil inoculum			NS (natural soil)		low		GC1	B3	177819	0.025	Illumina NovaSeq 6000	
SRR29710108	SAMN42329312	NP_NS_AM_low_B3	No-plant control, natural-soil inoculum			NS (natural soil)	AM	low			B3	294084	0.04	Illumina NovaSeq 6000	
SRR29710116	SAMN42329305	NP_LjSC_high_B4	No-plant control (inoculum in sterile substrate, no host)			LjSC		high			B4	36068	0.005	Illumina NovaSeq 6000	
SRR29710120	SAMN42329064	At_SSC_ES_high_B3	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	SSC	ES	high			B3	1671164	0.176	Illumina NovaSeq 6000	
SRR29710129	SAMN42328975	At_AtSC_ES_low_B2	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	AtSC	ES	low			B2	2361472	0.276	Illumina NovaSeq 6000	
SRR29710154	SAMN42329362	R1_Hv_GC3_AtSC_ES_B2	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	AtSC	ES		R1	GC3	B2	3938584	0.451	Illumina NovaSeq 6000	
SRR29710156	SAMN42329360	R1_Hv_GC2_SSC_ES_B4	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	ES		R1	GC2	B4	2946489	0.35	Illumina NovaSeq 6000	
SRR29710158	SAMN42329358	R1_Hv_GC2_SSC_ES_B2	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	ES		R1	GC2	B2	874946	0.18	Illumina NovaSeq 6000	
SRR29710159	SAMN42329357	R1_Hv_GC2_SSC_ES_B1	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	ES		R1	GC2	B1	2323792	0.28	Illumina NovaSeq 6000	
SRR29710161	SAMN42329005	At_HvSC_RZ_high_B4	Reconstitution (host + inoculum, sterile substrate)	At	Arabidopsis thaliana	HvSC	RZ	high			B4	135308	0.019	Illumina NovaSeq 6000	
SRR29710165	SAMN42329352	R1_Hv_GC1_SSC_ES_B1	Reconstitution (host + inoculum, sterile substrate)	Hv	Hordeum vulgare	SSC	ES		R1	GC1	B1	3389840	0.388	Illumina NovaSeq 6000	
SRR29710169	SAMN42328997	At_HvSC_ES_HL_orig_B4	Original natural-soil-grown plant (source of culture collection)	At	Arabidopsis thaliana	HvSC	ES				B4	3101015	0.308	Illumina NovaSeq 6000	tokens 'HL_orig' meaning not confirmed in accessible preprint text
SRR29710173	SAMN42329272	Lj_SSC_NOD_high_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	NOD	high			B3	1476951	0.159	Illumina NovaSeq 6000	
SRR29710178	SAMN42329267	Lj_SSC_ES_low_B2	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	ES	low			B2	2171049	0.25	Illumina NovaSeq 6000	
SRR29710180	SAMN42328996	At_HvSC_ES_HL_orig_B3	Original natural-soil-grown plant (source of culture collection)	At	Arabidopsis thaliana	HvSC	ES				B3	2430124	0.262	Illumina NovaSeq 6000	tokens 'HL_orig' meaning not confirmed in accessible preprint text
SRR29710183	SAMN42329264	Lj_SSC_ES_high_B3	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	ES	high			B3	603502	0.077	Illumina NovaSeq 6000	
SRR29710184	SAMN42329263	Lj_SSC_ES_high_B2	Reconstitution (host + inoculum, sterile substrate)	Lj	Lotus japonicus	SSC	ES	high			B2	1435725	0.192	Illumina NovaSeq 6000	
